Region	1_mGapArtf1	2_mGapArtf2	3_mGapArtf3	4_mQuies1	5_mQuies2	6_mQuies3	7_mHET1	8_mHET2	9_mHET3	10_mHET4	11_mHET5	12_mHET6	13_mHET7	14_mHET8	15_mHET9	16_mHET10	17_mZNF1	18_mZNF2	19_mReprPC1	20_mReprPC2	21_mReprPC3	22_mReprPC4	23_mReprPC5	24_mReprPC6	25_mReprPC_openC1	26_mReprPC_openC2	27_mReprPC_openC3	28_mReprPC_openC4	29_mOpenC1	30_mOpenC2	31_mOpenC3	32_mOpenC4	33_mOpenC5	34_mOpenC6	35_mOpenC7	36_mOpenC8	37_mOpenC9	38_mEnhA1	39_mEnhA2	40_mEnhA3	41_mEnhA4	42_mEnhA5	43_mEnhA6	44_mEnhA7	45_mEnhA8	46_mEnhA9	47_mEnhA10	48_mEnhA11	49_mEnhA12	50_mEnhA13	51_mEnhA14	52_mEnhA15	53_mEnhA16	54_mEnhA17	55_mEnhA18	56_mEnhWk1	57_mEnhWk2	58_mEnhWk3	59_mEnhWk4	60_mEnhWk5	61_mEnhWk6	62_mEnhWk7	63_mEnhWk8	64_mEnhWk9	65_mEnhWk10	66_mEnhWk11	67_mEnhWk12	68_mEnhWk13	69_mTxEnh1	70_mTxEnh2	71_mTxEnh3	72_mTxEnh4	73_mTxEnh5	74_mTxEnh6	75_mTx1	76_mTx2	77_mTx3	78_mTx4	79_mTx5	80_mTx6	81_mTx7	82_mTx8	83_mTxEx1	84_mTxEx2	85_mTxEx3	86_mTxWk1	87_mTxWk2	88_mBivProm1	89_mBivProm2	90_mBivProm3	91_mPromF1	92_mPromF2	93_mPromF3	94_mPromF4	95_mPromF5	96_mPromF6	97_mPromF7	98_mTSS1	99_mTSS2	100_mTSS3
chr12:17060001-17070000	0.0	0.0	0.0	0.0	8.000800080008002	1.9901990199019903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.001600160016004	6.0006000600060005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.001400140014	0.0	0.0	0.0	0.0	0.0	0.0	6.0006000600060005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.001800180018	4.000400040004001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.001200120012001	0.0	0.0	0.0	0.0	2.0002000200020005	12.001200120012001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11:33950001-33960000	0.0	4.000400040004001	0.0	0.0	13.991399139913991	0.0	0.0	0.0	0.0	0.0	2.0002000200020005	0.0	0.0	0.0	0.0	2.0002000200020005	0.0	0.0	6.0006000600060005	24.002400240024002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000400040004001	0.0	4.000400040004001	0.0	0.0	2.0002000200020005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0002000200020005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000400040004001	0.0	0.0	8.000800080008002	6.0006000600060005	4.000400040004001	2.0002000200020005	0.0	0.0	0.0	8.000800080008002	0.0	0.0	2.0002000200020005	0.0	2.0002000200020005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr17:52570001-52580000	0.0	0.0	0.0	8.000800080008002	0.0	60.006000600060005	0.0	0.0	14.001400140014	8.000800080008002	2.0002000200020005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000400040004001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9903990399039904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11:30130001-30140000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9903990399039904	8.000800080008002	10.00100010001	32.00320032003201	22.002200220022004	0.0	0.0	0.0	24.002400240024002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4:43160001-43170000	0.0	0.0	0.0	0.0	10.00100010001	4.000400040004001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0002000200020005	5.990599059905991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.000800080008002	0.0	0.0	2.0002000200020005	0.0	42.004200420042004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000400040004001	0.0	0.0	0.0	14.001400140014	8.000800080008002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr3:49610001-49620000	2.0002000200020005	0.0	0.0	0.0	0.0	46.004600460046	4.000400040004001	0.0	18.001800180018	2.0002000200020005	10.00100010001	0.0	2.0002000200020005	6.0006000600060005	4.000400040004001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.990599059905991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr9:93820001-93830000	0.0	0.0	0.0	0.0	0.0	82.00820082008201	0.0	0.0	14.001400140014	2.0002000200020005	0.0	0.0	0.0	0.0	0.0	1.9901990199019903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr7:13160001-13170000	4.000400040004001	0.0	0.0	0.0	43.99439943994399	0.0	0.0	0.0	0.0	0.0	2.0002000200020005	2.0002000200020005	2.0002000200020005	0.0	2.0002000200020005	40.00400040004	0.0	0.0	0.0	2.0002000200020005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0002000200020005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11:18850001-18860000	0.0	0.0	0.0	12.001200120012001	50.00500050005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0002000200020005	14.001400140014	1.9901990199019903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0002000200020005	0.0	0.0	18.001800180018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11:32460001-32470000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000400040004001	12.001200120012001	46.004600460046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.99379937993799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr10:14300001-14310000	0.0	0.0	0.0	18.001800180018	31.993199319931993	26.002600260026004	0.0	0.0	6.0006000600060005	0.0	2.0002000200020005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000400040004001	0.0	0.0	0.0	0.0	6.0006000600060005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0002000200020005	0.0	4.000400040004001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1:76030001-76040000	0.0	0.0	0.0	14.001400140014	6.0006000600060005	10.00100010001	0.0	10.00100010001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0006000600060005	0.0	0.0	0.0	0.0	0.0	4.000400040004001	0.0	0.0	2.0002000200020005	0.0	10.00100010001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000400040004001	6.0006000600060005	0.0	0.0	8.000800080008002	4.000400040004001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.000800080008002	7.990799079907991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11:114890001-114900000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0002000200020005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9903990399039904	8.000800080008002	14.001400140014	0.0	0.0	0.0	12.001200120012001	0.0	0.0	0.0	0.0	0.0	8.000800080008002	38.00380038003801	0.0	0.0	0.0	0.0	6.0006000600060005	6.0006000600060005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0002000200020005	0.0	0.0	0.0	0.0	0.0	0.0
